,id,gender,generation,location,organization,geofocus,qtype,question_grouping,wording,question_id,value,labels
3574,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@3,0,no Reducing gender-based violence
3575,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@4,0,no Equitable and quality education at all levels
3576,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@5,1,"Economic empowerment, access to land and financial inclusion"
3577,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@6,0,"no Women and work, unpaid care, pay gap"
3578,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@7,1,Women's political and civil society participation
3579,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@8,1,"Access to public infrastructure, including clean energy, water and sanitation"
3580,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@9,0,no Women and the effects of climatic and environmental changes
3581,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@10,0,no Girls and women in conflict/post-conflict situations
3582,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@11,0,"no Public finance, public spending and taxation"
3583,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@12,0,no None of the above
3584,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@13,0,no Don't know
3585,189,Female,30-49,Africa,Private/business sector,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@14,0,no No answer
3586,189,Female,30-49,Africa,Private/business sector,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Collecting data on issues that affect girls and women in policymaking isn't prioritized,q11@a,2,Fairly relevant
3587,189,Female,30-49,Africa,Private/business sector,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There is little demand from advocates for data relating to gender equality,q11@b,1,Very relevant
3588,189,Female,30-49,Africa,Private/business sector,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Gender data is harder to collect than other data,q11@c,1,Very relevant
3589,189,Female,30-49,Africa,Private/business sector,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough technical know-ho within government related to gender data,q11@d,2,Fairly relevant
3590,189,Female,30-49,Africa,Private/business sector,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough funding for the government to collect better gender data,q11@e,2,Fairly relevant
3591,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@1,1,Sexual and reproductive health and rights
3592,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@2,1,Access to comprehensive health services
3593,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@3,1,Reducing gender-based violence
3594,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@4,0,no Equitable and quality education at all levels
3595,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@5,0,"no Economic empowerment, access to land and financial inclusion"
3596,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@6,0,"no Women and work, unpaid care, pay gap"
3597,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@7,0,no Women's political and civil society participation
3598,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@8,0,"no Access to public infrastructure, including clean energy, water and sanitation"
3599,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@9,0,no Women and the effects of climatic and environmental changes
3600,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@10,0,no Girls and women in conflict/post-conflict situations
3601,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@11,0,"no Public finance, public spending and taxation"
3602,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@12,0,no None of the above
3603,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@13,0,no Don't know
3604,190,Male,50+,Other,Multilateral/international org,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@14,0,no No answer
3605,190,Male,50+,Other,Multilateral/international org,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Collecting data on issues that affect girls and women in policymaking isn't prioritized,q11@a,1,Very relevant
3606,190,Male,50+,Other,Multilateral/international org,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There is little demand from advocates for data relating to gender equality,q11@b,2,Fairly relevant
3607,190,Male,50+,Other,Multilateral/international org,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Gender data is harder to collect than other data,q11@c,1,Very relevant
3608,190,Male,50+,Other,Multilateral/international org,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough technical know-ho within government related to gender data,q11@d,1,Very relevant
3609,190,Male,50+,Other,Multilateral/international org,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough funding for the government to collect better gender data,q11@e,1,Very relevant
3610,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@1,0,no Sexual and reproductive health and rights
3611,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@2,0,no Access to comprehensive health services
3612,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@3,1,Reducing gender-based violence
3613,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@4,0,no Equitable and quality education at all levels
3614,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@5,1,"Economic empowerment, access to land and financial inclusion"
3615,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@6,1,"Women and work, unpaid care, pay gap"
3616,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@7,0,no Women's political and civil society participation
3617,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@8,0,"no Access to public infrastructure, including clean energy, water and sanitation"
3618,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@9,0,no Women and the effects of climatic and environmental changes
3619,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@10,0,no Girls and women in conflict/post-conflict situations
3620,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@11,0,"no Public finance, public spending and taxation"
3621,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@12,0,no None of the above
3622,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@13,0,no Don't know
3623,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@14,0,no No answer
3624,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Collecting data on issues that affect girls and women in policymaking isn't prioritized,q11@a,1,Very relevant
3625,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There is little demand from advocates for data relating to gender equality,q11@b,4,Not at all relevant
3626,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Gender data is harder to collect than other data,q11@c,4,Not at all relevant
3627,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough technical know-ho within government related to gender data,q11@d,1,Very relevant
3628,191,Female,50+,No answer (International),NGO - girls/women's rights ARE sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough funding for the government to collect better gender data,q11@e,1,Very relevant
3629,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@1,1,Sexual and reproductive health and rights
3630,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@2,1,Access to comprehensive health services
3631,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@3,0,no Reducing gender-based violence
3632,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@4,1,Equitable and quality education at all levels
3633,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@5,0,"no Economic empowerment, access to land and financial inclusion"
3634,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@6,0,"no Women and work, unpaid care, pay gap"
3635,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@7,0,no Women's political and civil society participation
3636,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@8,0,"no Access to public infrastructure, including clean energy, water and sanitation"
3637,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@9,0,no Women and the effects of climatic and environmental changes
3638,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@10,0,no Girls and women in conflict/post-conflict situations
3639,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@11,0,"no Public finance, public spending and taxation"
3640,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@12,0,no None of the above
3641,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@13,0,no Don't know
3642,192,Female,29 and under,Africa,Other,National or sub-national,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@14,0,no No answer
3643,192,Female,29 and under,Africa,Other,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Collecting data on issues that affect girls and women in policymaking isn't prioritized,q11@a,1,Very relevant
3644,192,Female,29 and under,Africa,Other,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There is little demand from advocates for data relating to gender equality,q11@b,3,Not very relevant
3645,192,Female,29 and under,Africa,Other,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Gender data is harder to collect than other data,q11@c,2,Fairly relevant
3646,192,Female,29 and under,Africa,Other,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough technical know-ho within government related to gender data,q11@d,2,Fairly relevant
3647,192,Female,29 and under,Africa,Other,National or sub-national,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough funding for the government to collect better gender data,q11@e,1,Very relevant
3648,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@1,0,no Sexual and reproductive health and rights
3649,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@2,0,no Access to comprehensive health services
3650,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@3,1,Reducing gender-based violence
3651,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@4,1,Equitable and quality education at all levels
3652,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@5,1,"Economic empowerment, access to land and financial inclusion"
3653,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@6,0,"no Women and work, unpaid care, pay gap"
3654,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@7,0,no Women's political and civil society participation
3655,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@8,0,"no Access to public infrastructure, including clean energy, water and sanitation"
3656,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@9,0,no Women and the effects of climatic and environmental changes
3657,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@10,0,no Girls and women in conflict/post-conflict situations
3658,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@11,0,"no Public finance, public spending and taxation"
3659,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@12,0,no None of the above
3660,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@13,0,no Don't know
3661,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@14,0,no No answer
3662,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Collecting data on issues that affect girls and women in policymaking isn't prioritized,q11@a,1,Very relevant
3663,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There is little demand from advocates for data relating to gender equality,q11@b,3,Not very relevant
3664,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Gender data is harder to collect than other data,q11@c,2,Fairly relevant
3665,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough technical know-ho within government related to gender data,q11@d,3,Not very relevant
3666,193,Male,50+,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough funding for the government to collect better gender data,q11@e,2,Fairly relevant
3667,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@1,1,Sexual and reproductive health and rights
3668,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@2,0,no Access to comprehensive health services
3669,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@3,0,no Reducing gender-based violence
3670,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@4,0,no Equitable and quality education at all levels
3671,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@5,1,"Economic empowerment, access to land and financial inclusion"
3672,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@6,0,"no Women and work, unpaid care, pay gap"
3673,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@7,0,no Women's political and civil society participation
3674,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@8,0,"no Access to public infrastructure, including clean energy, water and sanitation"
3675,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@9,1,Women and the effects of climatic and environmental changes
3676,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@10,0,no Girls and women in conflict/post-conflict situations
3677,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@11,0,"no Public finance, public spending and taxation"
3678,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@12,0,no None of the above
3679,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@13,0,no Don't know
3680,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@14,0,no No answer
3681,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Collecting data on issues that affect girls and women in policymaking isn't prioritized,q11@a,3,Not very relevant
3682,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There is little demand from advocates for data relating to gender equality,q11@b,4,Not at all relevant
3683,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Gender data is harder to collect than other data,q11@c,2,Fairly relevant
3684,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough technical know-ho within government related to gender data,q11@d,2,Fairly relevant
3685,194,Female,29 and under,No answer (International),Girls/women's rights organisation,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough funding for the government to collect better gender data,q11@e,1,Very relevant
3686,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@1,1,Sexual and reproductive health and rights
3687,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@2,0,no Access to comprehensive health services
3688,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@3,0,no Reducing gender-based violence
3689,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@4,1,Equitable and quality education at all levels
3690,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@5,0,"no Economic empowerment, access to land and financial inclusion"
3691,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@6,0,"no Women and work, unpaid care, pay gap"
3692,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@7,0,no Women's political and civil society participation
3693,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@8,0,"no Access to public infrastructure, including clean energy, water and sanitation"
3694,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@9,0,no Women and the effects of climatic and environmental changes
3695,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@10,1,Girls and women in conflict/post-conflict situations
3696,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@11,0,"no Public finance, public spending and taxation"
3697,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@12,0,no None of the above
3698,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@13,0,no Don't know
3699,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@14,0,no No answer
3700,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Collecting data on issues that affect girls and women in policymaking isn't prioritized,q11@a,2,Fairly relevant
3701,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There is little demand from advocates for data relating to gender equality,q11@b,4,Not at all relevant
3702,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,Gender data is harder to collect than other data,q11@c,3,Not very relevant
3703,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough technical know-ho within government related to gender data,q11@d,2,Fairly relevant
3704,195,Female,29 and under,No answer (International),NGO - girls/women's rights NOT sole focus,International,Likert,To what extent are the following factors relevant in explaining gaps in government data sources relating to gender equality?,There isn't enough funding for the government to collect better gender data,q11@e,2,Fairly relevant
3705,196,Female,50+,No answer (International),Other,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@1,0,no Sexual and reproductive health and rights
3706,196,Female,50+,No answer (International),Other,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@2,0,no Access to comprehensive health services
3707,196,Female,50+,No answer (International),Other,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@3,0,no Reducing gender-based violence
3708,196,Female,50+,No answer (International),Other,International,Multi-punch,What should be the three biggest priorities today in relation to gender equality?,1= top 3 priority; 0=not a top priority,@q4@4,1,Equitable and quality education at all levels
